Case study,Year,Seed,Kappa,KSIM,Natural areas,Arable land,Permanent crops,Pastures,Agricultural areas,Residential,Industry & commerce,Recreation areas,Forest,Road & rail,Seaports,Airports,Mine & dump sites,Fresh water,Marine water
Rome,2006,7,0.91280427,0.019346048,0.659523404,0.74875593,0.725766886,0.613843547,0.627896838,0.693848368,0.666200986,0.64327667,0.711804954,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,8,0.912601907,0.016994282,0.659246678,0.749216213,0.727948286,0.610729382,0.627174349,0.693509517,0.669470854,0.647708016,0.711450209,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,9,0.912886714,0.017621462,0.65980013,0.749322432,0.72689654,0.613220714,0.627365596,0.693678942,0.668653387,0.6462309,0.712106488,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,10,0.912609402,0.016888877,0.659454223,0.749340136,0.726584911,0.622563209,0.627875589,0.692888291,0.66783592,0.645492343,0.712301597,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,11,0.91280427,0.018823842,0.657863049,0.749446355,0.724325604,0.611975048,0.627599343,0.693396567,0.668925876,0.649185131,0.712177437,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,12,0.912444514,0.016085841,0.658762408,0.748844446,0.7259227,0.613843547,0.627068101,0.694187218,0.665656008,0.645492343,0.711609844,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,13,0.912571928,0.016769201,0.659834721,0.748809039,0.725104675,0.611975048,0.627344347,0.693961318,0.671923255,0.647708016,0.711929115,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,14,0.912609402,0.017233551,0.659039134,0.749446355,0.727831425,0.613220714,0.627238098,0.693453042,0.666200986,0.647708016,0.712195174,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,15,0.912901703,0.018809128,0.659350451,0.74820713,0.723390718,0.611975048,0.627684341,0.693961318,0.665383519,0.646969458,0.711822691,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,16,0.912564433,0.016523955,0.65931586,0.748915258,0.726039561,0.609483716,0.627748091,0.693622467,0.663476096,0.649185131,0.712461233,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,17,0.912721826,0.017933125,0.65789764,0.749233916,0.727286075,0.61446638,0.627641842,0.693904843,0.665656008,0.646969458,0.711840429,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,18,0.912826754,0.018804753,0.65883159,0.749340136,0.72580584,0.601386887,0.62713185,0.693961318,0.668108409,0.64327667,0.711804954,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,19,0.913051602,0.020239166,0.658485682,0.749782716,0.725727933,0.619449044,0.627429345,0.693848368,0.666200986,0.649185131,0.711804954,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,20,0.91280427,0.019908535,0.657067462,0.749464058,0.725766886,0.60823805,0.626961852,0.693509517,0.667290942,0.649185131,0.71176948,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
